"Name","Year","origin"
"kurt gunnar weckstrm",1936,"Scandinavian"
"berit mrdrelammedal",1968,"Scandinavian"
"kaarle herman kalle leivonen vileniusvihanta",1912,"Scandinavian"
"mats uno gustafsson",1980,"Scandinavian"
"veikko leo karvonen",1952,"Scandinavian"
"maud wivianne bergh freiwald",1960,"Scandinavian"
"brittmarie louise smedh alshammar blomberg",1972,"Scandinavian"
"johan henrik nordstrm",1912,"Scandinavian"
"teuvo velipekka vilen",1980,"Scandinavian"
"juhani tapio antero krkinen",1960,"Scandinavian"
"poul erik nielsen",1964,"Scandinavian"
"edgar richard grnblom",1976,"Scandinavian"
"velipekka ketola",1968,"Scandinavian"
"einar gundersen",1976,"Scandinavian"
"jan ingemar stenmark",1976,"Scandinavian"
"erik albrekt odelberg",1912,"Scandinavian"
"curt hugo jahnke",1908,"Scandinavian"
"odd srli",1976,"Scandinavian"
"sten gunnar bergh",1936,"Scandinavian"
"otto osen",1912,"Scandinavian"
"dorrit gosmer kristensen nrbge",1960,"Scandinavian"
"hans robert von rosen",1912,"Scandinavian"
"eila kaarina autio helle",1960,"Scandinavian"
"greta naemi ada onnela knoblock",1928,"Scandinavian"
"sven richard friberg",1924,"Scandinavian"
"kjellerik bertil sthl",1980,"Scandinavian"
"tage henriksen",1948,"Scandinavian"
"jens kristian jensen byge",1912,"Scandinavian"
"hans oscar olsen olstad",1912,"Scandinavian"
"rolf ingmar junefelt",1964,"Scandinavian"
"carl gunnar johnson",1912,"Scandinavian"
"jakob thorvald eigenbrod",1920,"Scandinavian"
"valfrid aleksander resch",1928,"Scandinavian"
"jhann orsteinn lve",1952,"Scandinavian"
"istein saksvik",1952,"Scandinavian"
"karl ke fredrik hultberg",1972,"Scandinavian"
"herman emil teodor tuvesson",1932,"Scandinavian"
"thoristein endsj",1972,"Scandinavian"
"markku juhani laine",1976,"Scandinavian"
"dan olof sderstrm",1980,"Scandinavian"
"nils anton skotte jacobsson",1912,"Scandinavian"
"benny peter jensen",1968,"Scandinavian"
"yvind tveter",1980,"Scandinavian"
"halfdan bjlgerud",1906,"Scandinavian"
"sigurur hjalmar jnsson",1976,"Scandinavian"
"leo pellervo pusa",1972,"Scandinavian"
"fritz ludvig fredrik skullerud",1906,"Scandinavian"
"einar thorleif wilhelms",1920,"Scandinavian"
"amory ide agnes hansen scheel",1920,"Scandinavian"
"kjell srensen myhrvold",1968,"Scandinavian"
"henrik meyer nilsen",1920,"Scandinavian"
"jrgen juve",1936,"Scandinavian"
"erland haraldsson koch",1936,"Scandinavian"
"nils erik nilserik haglund",1912,"Scandinavian"
"emil marinus larsen",1920,"Scandinavian"
"bror joel hellstrm",1936,"Scandinavian"
"karl gunnar petersson",1948,"Scandinavian"
"stiggran johansson",1972,"Scandinavian"
"arne ihamo aarne salovaara nylenius",1908,"Scandinavian"
"armi ursula airaksinen bveryd",1980,"Scandinavian"
"johannes laurs christensen granholm",1912,"Scandinavian"
"hans peter wieselgren",1972,"Scandinavian"
"jukka olavi toivola",1976,"Scandinavian"
"sixten konstantin wackstrm",1980,"Scandinavian"
"albert julius olsson",1920,"Scandinavian"
"thor andreas porko",1936,"Scandinavian"
"pererik ritzn",1960,"Scandinavian"
"markku juhani kukkoaho",1972,"Scandinavian"
"tord gran andersson",1968,"Scandinavian"
"kjellrune milton",1972,"Scandinavian"
"nils ke torsten johansson ingwe",1928,"Scandinavian"
"aulis arnold kallakorpi nuutinen",1956,"Scandinavian"
"heikki aleksi ale riipinen",1908,"Scandinavian"
"kaj frederiksen",1936,"Scandinavian"
"tor svendsberget",1972,"Scandinavian"
"pentti juhani paatsalo",1952,"Scandinavian"
"john emanuel nyman",1936,"Scandinavian"
"martin henning persson",1912,"Scandinavian"
"alfred jrgensen ollerup",1920,"Scandinavian"
"raimo johan karlsson",1972,"Scandinavian"
"rolf jacobsen",1920,"Scandinavian"
"kre hatten",1936,"Scandinavian"
"britta lindmark nilsson brisen",1952,"Scandinavian"
"lars erik hindmar karlsson",1952,"Scandinavian"
"mauritz amundsen",1936,"Scandinavian"
"pontus hanson",1908,"Scandinavian"
"rhallur sveinsson",1964,"Scandinavian"
"carl christian peder carlsen",1906,"Scandinavian"
"raija annikki simola sivander",1952,"Scandinavian"
"einar gunnar sigursson",1992,"Scandinavian"
"ulf hugo hgberg",1972,"Scandinavian"
"hansviggo frederik knudsen",1964,"Scandinavian"
"bror viking palm",1952,"Scandinavian"
"hrafnhildur luthersdttir",2012,"Scandinavian"
"arne perola quist",1980,"Scandinavian"
"eelis eenok eeles landstrm",1952,"Scandinavian"
"morten sethereng",1972,"Scandinavian"
"karl ragnar skanker eriksson",1972,"Scandinavian"
"alma viktoria tora larsson",1912,"Scandinavian"
"helmuth nyborg srensen",1960,"Scandinavian"
"wenche srum lnnquist",1972,"Scandinavian"
"carl birger personne",1912,"Scandinavian"
"judith solveig seitzberg andersen lyster",1976,"Scandinavian"
"sven harald lckner",1980,"Scandinavian"
"hkon roar lken",1972,"Scandinavian"
"benni ingemar ljungbeck",1980,"Scandinavian"
"flemming ladefoged hansen",1972,"Scandinavian"
"henry kristian larsen",1936,"Scandinavian"
"georg hegner",1920,"Scandinavian"
"bengt johan lundholm",1980,"Scandinavian"
"hilde synnve riis",1980,"Scandinavian"
"gustaf eugen bergman",1924,"Scandinavian"
"leif roar falkum",1976,"Scandinavian"
"karl werner jernstrm",1912,"Scandinavian"
"olaf holmstrup",1952,"Scandinavian"
"knut lennart herbert brunnhage",1948,"Scandinavian"
"per erik fabian ohlsson",1908,"Scandinavian"
"poul rasmussen",1920,"Scandinavian"
"karlaxel ingvald karlsson",1972,"Scandinavian"
"rni sigursson",1984,"Scandinavian"
"hanserik pedersen",1964,"Scandinavian"
"karl gustaf lennart moberg",1948,"Scandinavian"
"carl axel fredrik pettersson",1924,"Scandinavian"
"stefan rasmussen",1906,"Scandinavian"
"fritz johan danild",1912,"Scandinavian"
"lars brgesen",1972,"Scandinavian"
"viggo frederiksen",1936,"Scandinavian"
"bent harsmann",1972,"Scandinavian"
"harald christensen",1932,"Scandinavian"
"wedell poul stergaard",1952,"Scandinavian"
"johannes olliver smith",1920,"Scandinavian"
"bror gustaf herman lagercrantz",1924,"Scandinavian"
"kai albert wognsen jlver",1912,"Scandinavian"
"tove brunnstrm madsen jensen",1936,"Scandinavian"
"shadrach odhiambo",1980,"Scandinavian"
"thoralf strmstad",1924,"Scandinavian"
"bertil alexander lundell",1936,"Scandinavian"
"oddvar br",1972,"Scandinavian"
"ke sigvard hjalmar lindblom",1956,"Scandinavian"
"per lennart harald sundberg",1972,"Scandinavian"
"jarl edvard malmgren",1936,"Scandinavian"
"rune halfdan molberg",1980,"Scandinavian"
"paavo eerikki salminen",1936,"Scandinavian"
"osvald anathon thygesen falch",1906,"Scandinavian"
"torgny georg erik otto whlander",1956,"Scandinavian"
"carlo tesdorf jrgensen",1928,"Scandinavian"
"timo antero susi",1980,"Scandinavian"
"onni olavi kasslin",1948,"Scandinavian"
"karl edvard wahlberg",1924,"Scandinavian"
"olaf meylandsmith",1912,"Scandinavian"
"bjarne lings",1952,"Scandinavian"
"sten einar stensen",1972,"Scandinavian"
"emil bergman",1928,"Scandinavian"
"ingrid marianne lundquist grane",1948,"Scandinavian"
"jrgen ludvig barthjrgensen",1952,"Scandinavian"
"trygve sten kristoffersen karp",1920,"Scandinavian"
"jens kre sterdal andersen",1948,"Scandinavian"
"perolof arvidsson",1908,"Scandinavian"
"anders august rajala",1912,"Scandinavian"
"julius paulsen",1932,"Scandinavian"
"jyrki ensio lehtonen",1980,"Scandinavian"
"lennart sven arne fagerlund",1972,"Scandinavian"
"bertola nordlander",1960,"Scandinavian"
"jrn peter snogdahl",1948,"Scandinavian"
"konr lavsson",1992,"Scandinavian"
"gte paulus blomqvist",1952,"Scandinavian"
"pentti armas uotinen",1952,"Scandinavian"
"terje steen",1968,"Scandinavian"
"jens gerhardt srensen",1948,"Scandinavian"
"bertil david sollevi",1980,"Scandinavian"
"ilkka rikhard koski",1952,"Scandinavian"
"velimatti jokinen",1976,"Scandinavian"
"harry hans erik hannus",1972,"Scandinavian"
"kaarlo kustaa kalle lappalainen",1920,"Scandinavian"
"pekka oskar viljanen",1952,"Scandinavian"
"liv jaggechristiansen",1960,"Scandinavian"
"soini mikael nikkinen",1948,"Scandinavian"
"birthe nielsen ejstrup",1948,"Scandinavian"
"isaac hirsche grnewald",1932,"Scandinavian"
"folke karl skoog",1932,"Scandinavian"
"seth simon oscar howander",1920,"Scandinavian"
"hege peikli randall",1980,"Scandinavian"
"pia carina mrtensson kruners",1976,"Scandinavian"
"arne mollerup blach",1928,"Scandinavian"
"olof hindrik olle larsson",1956,"Scandinavian"
"vilho aleksander niittymaa",1924,"Scandinavian"
"arne berg",1952,"Scandinavian"
"birger brodtkorb",1912,"Scandinavian"
"clarence von rosen jr",1932,"Scandinavian"
"michael markussen",1980,"Scandinavian"
"hans lennart anderssontvilling",1952,"Scandinavian"
"henry mikko ilari brummer",1976,"Scandinavian"
"veikko johannes hakulinen",1952,"Scandinavian"
"nils folke hugo klein",1912,"Scandinavian"
"ulf anders norling",1976,"Scandinavian"
"per gran christer lindholm",1972,"Scandinavian"
"sigvard jakob sivertsen",1908,"Scandinavian"
"kim christian weber",1972,"Scandinavian"
"knud aage jacobsen jakobsen",1936,"Scandinavian"
"teuvo kalevi ojala",1968,"Scandinavian"
"reijo lasse laksola",1976,"Scandinavian"
"hjalmar axel fritz cedercrona",1908,"Scandinavian"
"claes robert herman vidarsson egnell",1948,"Scandinavian"
"rkarur rkarsson",2000,"Scandinavian"
"gudbrand gudbrandsen skatteboe",1906,"Scandinavian"
"karl vilmundarson",1936,"Scandinavian"
"norveig karlsen christiansen",1952,"Scandinavian"
"ragnheiur ragnarsdttir",2004,"Scandinavian"
"svenolov axelsson gossas",1964,"Scandinavian"
"otto henrik wegener",1920,"Scandinavian"
"niels christian oscar nielsen nrland",1906,"Scandinavian"
"edvin landsem",1952,"Scandinavian"
"perowe trollss",1960,"Scandinavian"
"anna sofia annie holmstrm",1912,"Scandinavian"
"perolof allan brogren",1960,"Scandinavian"
"bengt hugo lindqvist",1960,"Scandinavian"
"pentti juhani rummakko",1968,"Scandinavian"
"harry edvin harri larva lagerstrm",1928,"Scandinavian"
"leif klette",1952,"Scandinavian"
"arne rustadstuen",1932,"Scandinavian"
"niels erling emmanuel brene",1948,"Scandinavian"
"signe dagmar charlotta johansson engdahl",1924,"Scandinavian"
"axel fredrik londen",1912,"Scandinavian"
"eric gustaf adolf palmgren",1948,"Scandinavian"
"bernhoff bernhof otelius hansen",1904,"Scandinavian"
"janolof nolsj",1976,"Scandinavian"
"ib vagn hansen",1952,"Scandinavian"
"ris edda heimisdttir",2000,"Scandinavian"
"ivar samuel svensson",1912,"Scandinavian"
"georg richard einar hermann",1908,"Scandinavian"
"lasse kalevi oksanen",1964,"Scandinavian"
"odd roar lofterd",1968,"Scandinavian"
"ge storhaug",1960,"Scandinavian"
"yrj antero ojala",1936,"Scandinavian"
"hugo conrad carlman",1932,"Scandinavian"
"karl hilding sonne pettersson",1912,"Scandinavian"
"elin annsofi petterssoncolling saltin",1952,"Scandinavian"
"karl arvo johannes kangas huhtala kauniskangas",1912,"Scandinavian"
"karl henry norrstrm",1952,"Scandinavian"
"jan lennart svedberg",1968,"Scandinavian"
"karl viktor engelbrekt hackberg",1912,"Scandinavian"
"paavo jaakko matias korhonen",1952,"Scandinavian"
"carl arne wilhelm kerson",1968,"Scandinavian"
"folke fleetwood",1908,"Scandinavian"
"kustaa ilmari pernaja",1912,"Scandinavian"
"alexis malkolm ahlgren",1912,"Scandinavian"
"martin sterhaug",1912,"Scandinavian"
"erik halvar jansson",1928,"Scandinavian"
"lars orvar martin lindwall",1960,"Scandinavian"
"georg julius wilhelm nordblad",1924,"Scandinavian"
"erik holmberg",1952,"Scandinavian"
"jrgen fryd petersen",1948,"Scandinavian"
"lars oscar fonbk olsen",1912,"Scandinavian"
"verner blaudzun",1968,"Scandinavian"
"anette be libk",1980,"Scandinavian"
"frans christer ingemar jnsson",1968,"Scandinavian"
"magns bergmann plsson",1936,"Scandinavian"
"birger axelsson cnattingius",1908,"Scandinavian"
"gunnar wilhelm lindholm",1912,"Scandinavian"
"stig wilhelm knutsson reuterswrd",1924,"Scandinavian"
"odd august bonde nielsen",1948,"Scandinavian"
"urho pellervo peltonen",1912,"Scandinavian"
"eivind rekustad",1972,"Scandinavian"
"aage walther",1920,"Scandinavian"
"arne hjalmar sigvard johansson",1948,"Scandinavian"
"artur sigvard kinnunen",1948,"Scandinavian"
"richard cornelius frydenlund",1912,"Scandinavian"
"atli steinarsson",1948,"Scandinavian"
"olof agne laurentius holmstrm",1920,"Scandinavian"
"arvo ossian aaltonen",1912,"Scandinavian"
"jrgen vandborg rasmussen",1972,"Scandinavian"
"anders hkan larsson",1976,"Scandinavian"
"helga sigurardttir",1992,"Scandinavian"
"taavi aulis rytknen",1952,"Scandinavian"
"jorma aksel kortelainen",1956,"Scandinavian"
"karl gsta hallberg",1912,"Scandinavian"
"kurt erik gustaf svanberg",1948,"Scandinavian"
"olof elis olle dickson",1920,"Scandinavian"
"arne preben jensen",1960,"Scandinavian"
"mats stefan waltin",1980,"Scandinavian"
"gsta bernhard svensson",1952,"Scandinavian"
"iris inga grnfeldt",1984,"Scandinavian"
"bo thomas eriksson",1980,"Scandinavian"
"gorm decem jensen bremmer",1908,"Scandinavian"
"pekka juhani santanen",1980,"Scandinavian"
"paavo iisakki hietala",1948,"Scandinavian"
"lars anders sandberg",1972,"Scandinavian"
"ivar formo",1972,"Scandinavian"
"henning fabian gotthard mller",1912,"Scandinavian"
"sven erik paulsen",1972,"Scandinavian"
"vilho nikolai ville elo",1936,"Scandinavian"
"carl julius pedersen",1912,"Scandinavian"
"aron larsgran carlsson",1980,"Scandinavian"
"majvor maria catharina welander",1964,"Scandinavian"
"sven eugen thuresson",1924,"Scandinavian"
"svend nielsen",1952,"Scandinavian"
"gustaf albert ijermark",1920,"Scandinavian"
"peder andreas marinus marcussen",1920,"Scandinavian"
"karl oloph granath",1976,"Scandinavian"
"johan alfred emmanuel johansson",1906,"Scandinavian"
"john ferdinand fredriksson",1952,"Scandinavian"
"georg albert christian albertsen",1920,"Scandinavian"
"karl elof lindstrm",1920,"Scandinavian"
"anton oving orla jrgensen",1928,"Scandinavian"
"jens erik kjeldsen",1924,"Scandinavian"
"jens christian balthazar falkenberg",1912,"Scandinavian"
"achton kjr mikkelsen",1960,"Scandinavian"
"edvard einarsen wangberg",1936,"Scandinavian"
"gunder gundersen",1960,"Scandinavian"
"jan reiner modest",1980,"Scandinavian"
"gumundur rmann inglfsson",1948,"Scandinavian"
"reijo kalevi leppnen",1980,"Scandinavian"
"matti markkanen",1908,"Scandinavian"
"sven anders andersson",1976,"Scandinavian"
"lage viktor sigurd andersson",1952,"Scandinavian"
"johannes kristian lahti",1976,"Scandinavian"
"niels julius heilbuth",1928,"Scandinavian"
"kalle heikkinen",1936,"Scandinavian"
"matti antero karumaa",1952,"Scandinavian"
"johan thure bergvall",1906,"Scandinavian"
"carl wilhelm folcker",1908,"Scandinavian"
"nils opdahl",1912,"Scandinavian"
"karl aage hansen",1948,"Scandinavian"
"johan leopold stumpf",1906,"Scandinavian"
"tommy uolevi ekblom",1980,"Scandinavian"
"sverre brodahl",1936,"Scandinavian"
"johan elof ekman",1912,"Scandinavian"
"kalle jalkanen",1936,"Scandinavian"
"thure johan ahlqvist",1932,"Scandinavian"
"karl daniel bjrkgren",1972,"Scandinavian"
"gustav arvid oskar knppel",1932,"Scandinavian"
"keld jul andersen",1972,"Scandinavian"
"bo henning lennart grahn",1972,"Scandinavian"
"johannes mikael mikko hyvrinen",1912,"Scandinavian"
"erik stefan jacobsson",1976,"Scandinavian"
"john johnsen",1920,"Scandinavian"
"henry anders peter brask andersen",1920,"Scandinavian"
"anders boo georg kullberg",1912,"Scandinavian"
"simo artturi morri",1968,"Scandinavian"
"erik harry stenqvist",1920,"Scandinavian"
"reinhard mnster",1972,"Scandinavian"
"knud poul moll nielsen",1948,"Scandinavian"
"agnete olsen granholm",1924,"Scandinavian"
"glen robert christiansen",1980,"Scandinavian"
"egil vike sby",1968,"Scandinavian"
"helga mara vilhjlmsdttir",2014,"Scandinavian"
"karl ivar wester",1924,"Scandinavian"
"pentti johannes lammio",1948,"Scandinavian"
"gran sven gunnar johansson",1972,"Scandinavian"
"vilhjlmur vilmundarson",1948,"Scandinavian"
"sigurd wathne",1920,"Scandinavian"
"viktor vin muinonen",1936,"Scandinavian"
"per michael sderlund",1980,"Scandinavian"
"karl august larsson",1932,"Scandinavian"
"johan theodor badendyck",1924,"Scandinavian"
"hrafnhildur gumundsdttir",1964,"Scandinavian"
"erik waldemar larsson",1928,"Scandinavian"
"carl johan silfverstrand",1908,"Scandinavian"
"axel georg jensen",1920,"Scandinavian"
"jaliesky garca padrn",2004,"Scandinavian"
"odd mhlum",1948,"Scandinavian"
"jan runar kinder",1972,"Scandinavian"
"trond sevg abrahamsen",1980,"Scandinavian"
"stig johannes carlsson",1948,"Scandinavian"
"leif gunnar henriksson",1968,"Scandinavian"
"pentti olavi hmlinen",1952,"Scandinavian"
"rolf hansen",1936,"Scandinavian"
"carl gustaf bonde",1912,"Scandinavian"
"karl torsten kumfeldt",1908,"Scandinavian"
"kre nordahl stensen",1964,"Scandinavian"
"john adolf fredrik zander",1912,"Scandinavian"
"viktor ahven",1960,"Scandinavian"
"frans heikkinen",1936,"Scandinavian"
"erik vilhelm christensen",1960,"Scandinavian"
"olof charles olle ericsson",1920,"Scandinavian"
"nora strmstad",1936,"Scandinavian"
"ole christian iversen",1972,"Scandinavian"
"arje nadbornik",1968,"Scandinavian"
"alf ivar eriksen",1964,"Scandinavian"
"odd bernhard frantzen",1936,"Scandinavian"
"ernst folke hellstedt",1908,"Scandinavian"
"voitto aukusti soini",1960,"Scandinavian"
"helena elisabeth pihl johansson",1980,"Scandinavian"
"svend omar hermansen",1936,"Scandinavian"
"christian mller pedersen",1920,"Scandinavian"
"preben kaj larsen",1948,"Scandinavian"
"roy jansen",1972,"Scandinavian"
"peter richard olsen",1936,"Scandinavian"
"kjell allan sjberg dahlqvist",1960,"Scandinavian"
"brje johannes strandvall",1932,"Scandinavian"
"aud hvammen lunde",1968,"Scandinavian"
"tore albert lindzn",1936,"Scandinavian"
"annsofi roos carlsson",1976,"Scandinavian"
"lennart mathiasen",1972,"Scandinavian"
"gerhard sigvald pedersen",1936,"Scandinavian"
"ke esbjrn ericson",1936,"Scandinavian"
"lars kraus jensen krausjensen",1964,"Scandinavian"
"matti pietikinen",1948,"Scandinavian"
"knut henning andresen",1980,"Scandinavian"
"josef christian holsner",1920,"Scandinavian"
"josef gunnar torhamn olsson",1936,"Scandinavian"
"harald barlie",1960,"Scandinavian"
"jens jones bjrklund",1936,"Scandinavian"
"curt joel sderlund",1968,"Scandinavian"
"per axel hjalmar cederblom",1920,"Scandinavian"
"axel gerhard vilhelm tetens",1920,"Scandinavian"
"gunnar erik johansson",1948,"Scandinavian"
"karl arvid ringstrand",1908,"Scandinavian"
"carladam nolcken stjernswrd",1936,"Scandinavian"
"rgnvaldur ingrsson",1992,"Scandinavian"
"hans orla emil olsen",1928,"Scandinavian"
"per weichel",1968,"Scandinavian"
"ole stenen",1932,"Scandinavian"
"hilmar orbjrnsson",1956,"Scandinavian"
"pl bye",1972,"Scandinavian"
"ulf torsten ekstam",1964,"Scandinavian"
"niels erik leschly",1936,"Scandinavian"
"hugo adolf aron svensson",1912,"Scandinavian"
"perolof ericsson",1960,"Scandinavian"
"arne petersen",1936,"Scandinavian"
"kaj karl boris czarnecki",1960,"Scandinavian"
"roland krister svensson",1968,"Scandinavian"
"hjalmart nrregaard andersen eering",1912,"Scandinavian"
"jonas helmer osslund  slund",1932,"Scandinavian"
"erik tjder",1912,"Scandinavian"
"sverre lassenurdahl",1948,"Scandinavian"
"gustaf thorbjrn lindblom",1908,"Scandinavian"
"ture michael dlund",1924,"Scandinavian"
"tapio wartiovaara",1936,"Scandinavian"
"tor richter",1960,"Scandinavian"
"hans georg ring",1952,"Scandinavian"
"johannes johs espelund arnesen",1912,"Scandinavian"
