"full_name","origin"
"stan cennon","AngloSaxon"
"miang chin goh","China"
"john robert nelson","AngloSaxon"
"eddy allan balma","French"
"ken tick soh","China"
"putri faridatul akmar megat abdul aziz","SouthEastAsia"
"chien wern yiap","China"
"kheng leng tan","China"
"chuan hoe chan","China"
"glenn tylor","AngloSaxon"
"robaya bt mohamed halim","SouthEastAsia"
"dan scott","AngloSaxon"
"richard forbes donald hill","AngloSaxon"
"chee peng tan","China"
"peter wynne williams","AngloSaxon"
"chin lye chau","China"
"richard teng thuan khoo","AngloSaxon"
"faizul azly bin abd dzubir","SouthEastAsia"
"adam brumley","AngloSaxon"
"baskaran govindasamy","India"
"chiang see kek","China"
"pakorn aewskulrat","SouthEastAsia"
"low how wei","China"
"hou yin chan","China"
"boon su chan","China"
"kok eng ng","China"
"stephanus wilhelmus maria nas","SouthEastAsia"
"low boon hoe","China"
"khor yong kong","China"
"kong yow wong","China"
"boon tek tn","SouthEastAsia"
"carlos goncalves","Hispanic"
"pramote phoi montri","SouthEastAsia"
"mohd fairuz mohamad zawawi","SouthEastAsia"
"hafsah binti mohd ghazaly","SouthEastAsia"
"metha yoavaphankul","SouthEastAsia"
"poh hong hong","China"
"christophe guiard","French"
"wei heng ng","China"
"gordon william thomas","AngloSaxon"
"sten kreuger","Scandinavian"
"kay eng ooi","AngloSaxon"
"chandrasekaran ramayya pillai","India"
"tohru ohara","AngloSaxon"
"van troung","SouthEastAsia"
"chee heong lim","China"
"yong kong khor","China"
"beng huat low","China"
"clare walker","AngloSaxon"
"siew it pang","China"
"nam eun kim","SouthEastAsia"
"kym thompson","AngloSaxon"
"ralph nicholas spearman","AngloSaxon"
"yhuli rendra","SouthEastAsia"
"sudirman widiarto","SouthEastAsia"
"kian poh wong","China"
"poh heng chang","China"
"john moulton","AngloSaxon"
"yen hsiang chew","China"
"arkom kaewprasit","SouthEastAsia"
"boo jock chong","China"
"meng young tea","SouthEastAsia"
"wee hock soh","China"
"graeme charles hamilton","AngloSaxon"
"tawan sooknoi","SouthEastAsia"
"chi hoe leong","China"
"kee voon loke","China"
"chee hong fang","China"
"karl van der waal","German"
"asok kumar so kasevan","India"
"cheng why tan","China"
"kam hon kuan","China"
"mun leong kuan","China"
"muhamad dzuzlindah","SouthEastAsia"
"luis felipe peixoto","Hispanic"
"loan pham thi kim","SouthEastAsia"
"ted kao","China"
"saidbun ridwan","SouthEastAsia"
"kian shin lee","China"
"hugh fordham","AngloSaxon"
"mohd aziz","SouthEastAsia"
"see teik leong","China"
"christopher lenn","AngloSaxon"
"tang hang seng","China"
"anthony charles lawson","AngloSaxon"
"ong gie","SouthEastAsia"
"kwaun peng koh","China"
"somchai wongaroon","SouthEastAsia"
"magnus salomonsson","Scandinavian"
"parinya kiatpachai","SouthEastAsia"
"amaradivakara sam samarasinghe","AngloSaxon"
"chatchai kongdachudomkul","SouthEastAsia"
"choon huey wang","China"
"yong poon tan","China"
"thirunavuc govindan","India"
"mohamad salleh bin ismail datuk","SouthEastAsia"
" chong","China"
"jean luc lafontan","French"
"richie yuan lin chan","China"
"kim fah goh","China"
"seng teoh","China"
"farzad hejazi","Persian"
"choong tang","China"
"yi feng hwang","Korea"
"che mohd ruzaidi ghazali","SouthEastAsia"
"wai ming ang","China"
"alim prakasa","SouthEastAsia"
"frederic bruno delmas","French"
"greg mcewen","AngloSaxon"
"gavin lindsay","AngloSaxon"
"khong liew","China"
"norisham sanusi","SouthEastAsia"
"mang hung chan","China"
"shih chieh ting","China"
"kim guan ng","China"
"saharudin busri","SouthEastAsia"
"christopher do nghia","SouthEastAsia"
"joon chew","China"
"wee fong kau","China"
"kevin kemang club villa blok ii no ryan","AngloSaxon"
"thye hin chew","China"
"frederic thery","French"
"chun wee chew","China"
"ting bing","China"
"noorman bin abu hassan","SouthEastAsia"
"kong wei chan","China"
"pong kit chan","China"
"kok soon kong","China"
"kee leong tan","China"
"kandiah nayagam","India"
"binay dutta","India"
"yew wee cheong","China"
"lim an","SouthEastAsia"
"charles harris","AngloSaxon"
"mohamad faisal azmi","SouthEastAsia"
"sie cheang phuah","SouthEastAsia"
"wesley ryan atkinson","AngloSaxon"
"heng lam","China"
"chin cheng quah","China"
"sophie nigen chaidron","French"
"andri suroso","SouthEastAsia"
"kok leong chan","China"
"marius daniel luca","Italian"
"baihaki bin sabtu","SouthEastAsia"
"peter williams","AngloSaxon"
"hasbulla rahman","SouthEastAsia"
"noor azri bin abd razak","SouthEastAsia"
"heng hai chew","China"
"chan pak kuen","China"
"tan teng or","China"
"sim teik yeoh","China"
"ong kiat","China"
"michael alan persaud","AngloSaxon"
"beng sim chuah","China"
"ong chin kok","China"
"siew chor  ng yuen ng","China"
"azman bin shahidin mohd","SouthEastAsia"
"anthony james orchard","AngloSaxon"
"yuen may choo","China"
"christian nol guy legrand","French"
"wee loon jason lim","China"
"muhammad mujahid azni","SouthEastAsia"
"lee wen yin","China"
"chuan foong lee","China"
"cheong kong chang","China"
"yong cheong ng","China"
"chang hin choong","China"
"darul kisai","SouthEastAsia"
"goh mian chin","China"
"michael yamine","French"
"mohd kamil raja ahmad raja","India"
"ricardo gomez simancas","Hispanic"
"azemi samsuri","SouthEastAsia"
"wan mastura wan ibrahim","SouthEastAsia"
"john joseph furlong","AngloSaxon"
"chee wai soong","China"
"chau fatt chiang","China"
"chee phuat tan","China"
"fauziah ahmad","SouthEastAsia"
"karunagaran arumugam","India"
"pong chan","China"
"felix ambrose wong yu chung","China"
"chee jia chang","China"
"uesugi keiichiro","Japan"
"wee yeoh tan","China"
"pramote phloi montri","SouthEastAsia"
"siew lian loo","China"
"robert gordon smith","AngloSaxon"
"leong kok hoong","China"
"budsarin rattana","SouthEastAsia"
"ching chooi","China"
"markus handfest","German"
"koh peng","China"
"tan keng ngee","China"
"maria yunda","Hispanic"
"abang abdullah abang ali","SouthEastAsia"
"ahmad saputra","SouthEastAsia"
"marketing harn","SouthEastAsia"
"chokchai charoenapornwatana","SouthEastAsia"
"kar fye chan","China"
"thang dinh bui","SouthEastAsia"
"apisit tundaun","SouthEastAsia"
"sri ratnam","India"
"inder singh","India"
"jean pierre selbe","French"
"cheung shik kui","China"
"tuck hoong wong","China"
"mohd anuar abd aziz","SouthEastAsia"
"hong liang ng","China"
"anselm chen","China"
"decha khemarangsan","SouthEastAsia"
"hong meng alan chew","China"
"sarayut uiyyasathian","SouthEastAsia"
"noppadol amorntatkul","SouthEastAsia"
"budi hartanto","SouthEastAsia"
"kong seng low","China"
"amaradivakara samarasinghe","AngloSaxon"
"vittal raja manikam","India"
"wolfgang neuberger","German"
"ottmar diehl","German"
"carlos maeso","Hispanic"
"luca lauritano","Italian"
"christian biegus","German"
"anthony richard whitham","AngloSaxon"
"teck yem lee","China"
"van truong","SouthEastAsia"
"kian yek cheok","China"
"chih ta lin","China"
"wong wei cheong","China"
"hong siang tan","SouthEastAsia"
"chiew loon siew","China"
"muhammad nur annas rozlan","SouthEastAsia"
"jean jacques braun","French"
"soon kiang ng","China"
"zhen yu feng","China"
"yan plot  lam harn","China"
"norbert anton fechter","German"
"chien chai lye","China"
"somchai wongwises","SouthEastAsia"
"prasit pakdipanichpong","SouthEastAsia"
"kaurah jagjit singh","India"
"douglas osborne steuart","AngloSaxon"
"yos soetanto theosabrata","SouthEastAsia"
"mohd basri bin wahid","SouthEastAsia"
"noryani binti  sumirubber malaysia taib","SouthEastAsia"
"pat foale","AngloSaxon"
"chan jin lim","China"
"darren aster gunasekera","AngloSaxon"
"ahmad mohamad asri","SouthEastAsia"
"mohd ramdan rohani","SouthEastAsia"
"lim chee xheng","SouthEastAsia"
"peng kee tang","China"
"soak kian loo","China"
"soh kheang loh","China"
"harald printz","German"
"norhisham md sanusi","SouthEastAsia"
"denis bijaoui","French"
"zunaidi bin noor","SouthEastAsia"
"yoke seng chan","China"
"abdulredha sahib mouayad","Africa"
"king chee ho","China"
"siti humairah abd rahman","SouthEastAsia"
"wong hong","China"
"hee meng lai","China"
"raed kafafy","Africa"
"sundar natarajan yoganandan","India"
"mongkol leekamnerdthai","SouthEastAsia"
"zhou hao yu","China"
"mon ket low","China"
"chaur long chang","China"
"sri rajah skanda","India"
"kumaravelu letchumanan","India"
"johan hasiholan simanjuntak","SouthEastAsia"
"yong hua chua","China"
"gopinath sekhar","India"
"tomaso ceccarelli","Italian"
"ching chua teh","China"
"matthew thorpe","AngloSaxon"
"boon meng chan","China"
"hassan chaabouni","French"
"swee kah lee","China"
"teng khoo","China"
"ryohei yamada","Japan"
"mahendran sippiah","India"
"bak yan goh","China"
"yee kong wai","China"
"tawatchai aydoung","SouthEastAsia"
"chatchai chandontrikit","SouthEastAsia"
"kok keong thoo","China"
"sak mahasuverachai","SouthEastAsia"
"khairul zainuddin","SouthEastAsia"
"teo choon meng","China"
"chin aun ng","China"
"kah wong","China"
"wen yin lee","China"
"richard teng khoo","AngloSaxon"
"kam hoong lam","China"
"hon fei wong","China"
"sayan chenvitheesuk","India"
"dewi sri wardani","SouthEastAsia"
"david william stewart","AngloSaxon"
"cheong aaron chook ching","China"
"yong kok chong","China"
"chin wah nyee chong","China"
"ching mei tan","China"
"yik hui chan","China"
"christian legrand","French"
"somporn wichitworatham","SouthEastAsia"
"takashi takehara","Japan"
"peter claringbull","AngloSaxon"
"prakasa alim","SouthEastAsia"
"kam meng chong","China"
"hean kooi ong","China"
"haim horesh","Jewish"
" ng","China"
"sharifah zaliha syed zuber","SouthEastAsia"
"matthew primrose","AngloSaxon"
"shiau ping lee","China"
"ernie rustam","SouthEastAsia"
"yet sun low","China"
"wai chong","China"
"siew bee neoh","China"
"fong voon lew","China"
"jali williams","AngloSaxon"
"trent michael pedersen","Scandinavian"
"yan leong tan","China"
"chiew chen wee","China"
"philip scott lyren","AngloSaxon"
"nasrul fikry che pa","SouthEastAsia"
"hafsah ghazaly","SouthEastAsia"
"tee siong yeow","China"
"wang lin chuan","China"
"yu chen lin","China"
"chamrasamee therdwong","China"
"james michael daniel woodford","AngloSaxon"
"ekkawit  honda  southeast asia co boonsuk","SouthEastAsia"
"say wei pang","China"
"anthony mitchell glazebrook","AngloSaxon"
"mohamad petroliam nasional berhad isnin","SouthEastAsia"
"azemi bin samsuri","SouthEastAsia"
"hing wang chin","China"
"james matthews irving gibbs","AngloSaxon"
"mohd fauzi abidin","SouthEastAsia"
"abdul rahman mohamed rafaie","SouthEastAsia"
"scott beattie","AngloSaxon"
"noorman abu hassan","SouthEastAsia"
"sing hian bing hian lau","China"
"kam lam lok","China"
"sylwia poulsen","Scandinavian"
"leng lee","China"
"choon hong cheong","China"
"kam yoon leong","China"
"zanussi mohd zain","Africa"
"abdul khalil","Arabic"
"ahmad helmi ujar","SouthEastAsia"
"abdullah mahadzir","SouthEastAsia"
"chen qing xing","China"
"walter aldaz","Hispanic"
"anthony malcolm","AngloSaxon"
"chee keng wong","China"
"yus aniza yusof","SouthEastAsia"
"wei wong","China"
"balasingam karupaya","India"
"raed ismail kafafy","Africa"
"manuel magpatoc bernadez","Philippines"
"mahendran supphiah","India"
"chan su","China"
"loo liong yu","China"
"harn lian lam","China"
"muhammad ishkandar bin abdul hamid","SouthEastAsia"
"fakhrul arifin mohd afif","SouthEastAsia"
"nata kumara dinata","SouthEastAsia"
"chin chai ong","China"
"kok lang cheong","China"
"sin cheo tan","China"
"mohd azwan aziz","SouthEastAsia"
"bing qin lim","China"
"mohd fairuz bin mohd zawawi","SouthEastAsia"
"adeline kung","China"
"surasith sriorathaikul","India"
"heem hoe chee","China"
"emong emma ramelan","SouthEastAsia"
"edgardo ramirez velazquez","Hispanic"
"sin keong loo","China"
"andrew colin whittaker","AngloSaxon"
"khodijah yaacub","SouthEastAsia"
"lee ping huang","China"
"supawadee votoorapakorn","SouthEastAsia"
"mok kam","China"
"chun fatt hiew","China"
"eu jin kuan","Hispanic"
"chang tih ho","China"
"wiratch leksawangwong","SouthEastAsia"
"loh cher xiong","China"
"tang hang chyan","China"
"prabhakaran menon","India"
"muhd izzat ahmad","SouthEastAsia"
"seong chen","China"
"chak choy yuen","China"
"harn lam","China"
"supaporn sangribsub","SouthEastAsia"
"han sin low","China"
"anthony richard whitman","AngloSaxon"
"andrew carnegie","AngloSaxon"
"kok hoong leong","China"
"md shahid bin sowarni","Arabic"
"tomoyuki tsubaki","Japan"
"johan simanjuntak","SouthEastAsia"
"eng seng phua","China"
"masuri othman","SouthEastAsia"
"hock chye ng","China"
"yashushi aoki","Hispanic"
"martin rumpf","German"
"heru prasanta wijaya","SouthEastAsia"
"harald vogt","German"
"szu shing lim","China"
"thi hao pham","SouthEastAsia"
"christian noel guy legrand","French"
"kok tong lian","China"
"mohd mustafa al bakri abdullah","SouthEastAsia"
"weerasak wannachai","SouthEastAsia"
"kheng sin teh","China"
"wen ya ou","China"
"kamarudin ab malek","SouthEastAsia"
"wayne cohen","AngloSaxon"
"wesley barrett","AngloSaxon"
"sen meng soon","China"
"vincent teissier","French"
"balachandra chakkinggal sekhar","India"
"sing hoong chew","China"
"zuhri saefudin","SouthEastAsia"
"chong chai ting","China"
"mohd fakhurrazi mohd salleh","SouthEastAsia"
"christopher matthew gaines","AngloSaxon"
"khon pu foo","SouthEastAsia"
"shashipal singh dalbir singh","India"
"wah sheng teoh","China"
"kam kheong lam","China"
"way loon leong","China"
"kam yau lam","China"
"leslie ramsay betin","Hispanic"
"harn yan lam","China"
"juergen eigler","German"
"xaver holzapfel","German"
"christof waibel","German"
"bert bast","German"
"helge mueller","German"
"michael weidacher","German"
"juergen krausse","German"
"hans juergen charwat","German"
"jovina addo mensah","Africa"
"gergely lszl","EastEurope"
"jens khler","German"
"mechthild vienenkoetter","German"
"holger lathwesen","German"
"steffen ley","German"
"guenter piewitt","German"
"klaus henig","German"
"bernhard schramm","German"
"hans krummenauer","German"
"juergen hinderer","German"
"zeljko krecelj","Balkans"
"martin lind","Scandinavian"
"jahn burkhardt","German"
"guenter legutke","German"
"fritz hilpert","German"
"peter sandler","AngloSaxon"
"eckhard purkner","German"
"roderich rolf orendi","German"
"dorian freudenreich","German"
"uwe wilkenhoner","German"
"franz gelbenegger","German"
"christoph hund","German"
"michael ruoff","German"
"alois schmid","German"
"jrgen hausdorf","German"
"andreas maurer","German"
"herbert kogler","German"
"peter wittka","German"
"harald lahr","German"
"heinz frisch","German"
"wilhelm heesen","German"
"horst nielen","German"
"joerg von duhn","German"
"bernd kugenbuch","German"
"helmut erdl","German"
"matthias sabathil","German"
"oliver fagerer","German"
"juergen mentzel","German"
"joerg wuestner","German"
"ulf weidenmuller","German"
"thilo stache","German"
"siegfried naumann","German"
"gerhard sobotzki","German"
"reinhold mennecke","German"
"stephen pask","AngloSaxon"
"heinz soemer","German"
"hans karl reuter","German"
"robert michels","German"
"gtz baumgarten","German"
"christian both","German"
"franz riemhofer","German"
"manfred bohland","German"
"xianghua shen","China"
"sebastian klumpp","German"
"rene oehlschlaeger","German"
"klaus weis","German"
"christoph pierednik","German"
"walter seyfang","German"
"herbert kitzing","German"
"harald giebe","German"
"joerg sahrhage","German"
"peter herkt","German"
"heinz etzrodt","German"
"thomas papert","German"
"bernd zotz","German"
"hans lothar dorsch","German"
"joerg bensch","German"
"markus hanika","German"
"thorsten wild","German"
"vipin rajan","India"
"detlev mergemeier","German"
"ludger horstkoetter","German"
"ralf busch","German"
"klaus escher","German"
"guenter schwalenstoecker","German"
"joern oeltjenbruns","German"
"uwe couhorn","German"
"stefanie essers","German"
"friederike grumer","German"
"gerd sommerer","German"
"torben effner","German"
"manfred rueffer","German"
"helmut zanker","German"
"juergen schwarze","German"
"harald paustian","German"
"ludger niebecker","German"
"bernd lenza","German"
"constanze kuckuck","German"
"ulrike botzem","German"
"herbert oechsner","German"
"michael glaeser","German"
"hubert selinger","German"
"gunter kampichler","German"
"rainer hoyer","German"
"norbert scherer","German"
"urs wiesel","German"
"helmut salbaum","German"
"johann harter","German"
"amir roughani","Persian"
"ralf herbert","German"
"marcus werner","German"
"kai oliver homeyer","German"
"timothy golds","AngloSaxon"
"hans massengeil","German"
"christian hauser","German"
"johann leupolz","German"
"wulf haussler","German"
"hans ullrich balzer","German"
"gunter waidelich","German"
"juergen schambier","German"
"xin xiong","China"
"manfred spira","German"
"wibke geist","German"
"hans jrgen schlaffke","German"
"bernd schroeder","German"
"juergen salomon","German"
"johannes feldhaus","German"
"till winteler","German"
"helmut leikam","German"
"peter killermann","German"
"andreas hirsch","German"
"siegmar foerster","German"
"dirk herbstritt","German"
"stefan hessland","German"
"joerg bausch","German"
"katrin waegemann","German"
"rolf finkele","German"
"ulrike blumenthal","German"
"christoph gebauer","German"
"franz xaver wortmann","German"
"klaus ehrlenspiel","German"
"norbert alber","German"
"leonhard huber","German"
"dirk henning menz","German"
"marius meissner","German"
"athina kerkaidou","Greek"
"werner henke","German"
"arne peters","German"
"lutz gabler","German"
"juergen warwel","German"
"jrg enderlein","German"
"dirk lde","German"
"matthias heins","German"
"reiner lederle","German"
"werner miller","German"
"luciano giugno","Hispanic"
"lars pralle","German"
"eugen sandica","Italian"
"adam andrae","German"
"daniel rieker","German"
"harry wagemann","German"
"wolfgang hensel","German"
"sergio pacheco sanchez","Hispanic"
"peter  sony deutschland gmbh buchner","German"
"christian theilacker","German"
"tobias mieth","German"
"volker sigmund","German"
"ernst klas","German"
"till waas","German"
"thomas hundsdorf","German"
"stefan knobbe","German"
"kerstin hoeft","German"
"hebert horbruegger","Hispanic"
"hendrik hoelscher","German"
"manfred rost","German"
"egon zechner","German"
"klaus eichel","German"
"chapar mostofizadeh ghalamfarsa","Persian"
"norbert schote","German"
"reinald geissler","German"
"oswald mueller","German"
"elke aidam","German"
"frank herzig","German"
"wilfried baues","German"
"claus wilhelm von der lieth","German"
"oliver wortmann","German"
"ekkehart mitschke","German"
"alexander eisenberg","German"
"winfried heitele","German"
"livia assumpcao moreira","Hispanic"
"sabine frick","German"
"udo heyl","German"
"gertraud ehrlich weinreich","German"
"gabriel skupin","German"
"paulus petrus de lange","German"
"burkart hauzeur","French"
"hans miemietz","German"
"joerg werner reinshagen","German"
"philipp baisch","German"
"manuela scholtz","German"
"juergen gewinner","German"
"georg goldschmidt","German"
"oliver ruetten","German"
"alexander hagedorn","German"
"dirk kurzidim","German"
"felix schlocker","German"
"lutz ische","German"
"thomas breidt","German"
"antje wenzel","German"
"jens peter suchsland","German"
"thomas rohringer","German"
"wolfgang grassmann","German"
"juergen wojatschek","German"
" klein","German"
"horst rengstl","German"
"susanna voges","German"
"max weiland","German"
"anna duerr","German"
"danial tayari","Persian"
"fjodor lamm","German"
"detlef gottstein","German"
"edgar loffler","Hispanic"
"rainer nies","German"
"stephan schueler","German"
"fritz pohl","German"
"christoph schillinger","German"
"guenter winkhaus","German"
"ralph linke","German"
"ernst modersohn","German"
"daniel rodrigo barreto silva","Hispanic"
"stefan loskot","German"
"enrico czok","German"
"christian friedinger","German"
"gerhard tritt","German"
"bernd kleinstauber","German"
"christian selinka","German"
"hans gunther thurner","German"
"ralf vienken","German"
"shady ibrahim","Africa"
"eugen schaefer","German"
"michael huppertz","German"
"dieter brck","German"
"horst grupe","German"
"michael klesz","German"
"theresa bachschmidt","German"
"hans rolf schulten","German"
"lutz schelisch","German"
"josef rohe","German"
"sabine krautenbacher","German"
"bjoern kupka","German"
"michael von sonnleithner","German"
"tilo feldbaum","German"
"francois roulet","French"
"henning tepe","German"
"cornelia steck","German"
"gerhard zuendorf","German"
"dirk schoenrock","German"
"franz josef schueller","German"
"heinz lueg","German"
"joachim eberle","German"
"thomas meinhardt","German"
"willi kreuder","German"
"eugenia fuhr","Hispanic"
"carsten rass","German"
"srikanth grandhe","India"
"winfried boesterling","German"
"denny hansen","Scandinavian"
"manfred peisker","German"
"jerzy mackowiak","EastEurope"
"ute voelkel","German"
"florian mang","German"
"siegfried kersten","German"
"frank grote","German"
"dariush kiani","Persian"
"bernd michael knig","German"
"peter juergen kreher","German"
"dieter ritsche","German"
"alois angeler","German"
"uwe gitter","German"
"fabian alexander mueller","German"
"bernd rodder","German"
